task_id,user_id,task_name,category,timestamp,duration_minutes,completed
2394,1033,Post office, errands,2025-07-15 18:21:00,28.9,Yes
2395,1003,Grocery shopping,Chores,2025-03-29 20:06:00,40.4,Yes
2396,1046,Essay draft,Study,2025-05-11 10:12:00,11.6,Yes
2397,1025,Flashcard review,Study,2025-06-29 11:17:00,50.0,Yes
2398,1012,Workout,Health,2025-03-29 11:28:00,50.0,Yes
2399,1011,Vacuuming,,2025-02-12 06:25:00,31.6,Yes
2400,1004,Workout,Health,2025-07-27 11:11:00,30.6,Yes
2401,1039,Grocery shopping,Chores,2025-03-04 18:29:00,46.9,Yes
2402,1034,Code review,work,2025-01-15 16:56:00,17.8,Yes
2403,1036,Team sync prep,Work,2025-04-22 15:57:00,57.5,Yes
2404,1031,Code review,Work,2025-03-26 21:46:00,42.3,Yes
2405,1012,Laundry,Chores,2025-07-24 12:32:00,26.0,Yes
2406,1023,Bank visit,,2025-02-09 20:06:00,39.8,Yes
2407,1040,Stretching,Health,2025-05-24 12:26:00,27.0,Yes
2408,1006,Meal prep,Health,2025-07-14 20:46:00,39.1,Yes
2409,1016,Client report,work,2025-04-06 16:31:00,73.4,Yes
2410,1011,Sprint planning notes,Work,2025-07-03 15:54:00,48.1,Yes
2411,1036,Vacuuming,CHORES,2025-05-17 13:26:00,3.9,Yes
2412,1025,Client report,Work,2025-05-05 12:46:00,41.9,Yes
2413,1012,Call family,Personal ,2025-04-15 14:36:00,20.0,No
2414,1041,Email cleanup,Work,2025-05-11 21:17:00,43.1,Yes
2415,1018,Client report,Work,2025-01-15 10:00:00,22.9,Yes
2416,1049,Essay draft,Study,2025-04-19 17:36:00,17.8,Yes
2417,1018,Client report,Work,2025-07-23 21:54:00,17.5,Yes
2418,1016,Dishes,Chores,2025-04-28 09:25:00,22.6,Yes
2419,1037,Sprint planning notes,Work,2025-05-08 22:20:00,26.5,No
2420,1006,Flashcard review,STUDY,2025-02-08 06:01:00,11.5,Yes
2421,1012,Client report,Work,2025-06-30 13:18:00,13.5,Yes
2422,1028,Tidy desk,chores,2025-06-18 09:56:00,,Yes
2423,1044,Tidy desk,chores,2025-04-06 16:26:00,43.9,Yes
2424,1038,Practice problems,Study,2025-01-01 14:24:00,11.0,Yes
2425,1021,Read for fun,Personal,2025-03-03 15:23:00,34.0,No
2426,1016,Email cleanup,Work,2025-05-05 21:14:00,28.7,Yes
2427,1027,Sprint planning notes,Work,2025-01-08 17:04:00,89.4,Yes
2428,1038,Team sync prep,work,2025-05-04 08:03:00,43.7,Yes
2429,1045,Client report,,2025-01-01 13:57:00,38.0,Yes
2430,1002,Online course module,Study,2025-06-03 22:49:00,45.5,No
2431,1049,Team sync prep, Work,2025-07-28 07:53:00,6.4,Yes
2432,1037,Call family,Personal,2025-03-31 17:56:00,39.2,Yes
2433,1018,Budget review,Personal,2025-05-17 12:38:00,43.1,Yes
2434,1025,Call family,Personal,2025-05-05 13:44:00,11.7,Yes
2435,1027,Sprint planning notes,Work,2025-06-19 06:12:00,56.0,Yes
2436,1005,Meditation, health,2025-01-27 19:35:00,8.4,No
2437,1024,Flashcard review,Study,2025-02-12 19:37:00,4.5,Yes
2438,1025,Client report,Work,2025-05-06 07:42:00,22.8,Yes
2439,1001,Code review,Work,2025-04-27 07:41:00,547.4,Yes
2440,1014,Read chapter,Study,2025-04-29 17:46:00,65.2,No
2441,1007,Essay draft,Study,2025-03-03 10:20:00,12.2,Yes
2442,1035,Online course module,Study ,2025-02-03 07:00:00,55.7,Yes
2443,1037,Budget spreadsheet,,2025-07-12 13:42:00,36.5,Yes
2444,1008,Vacuuming,Chores,2025-01-17 15:53:00,15.6,Yes
2445,1043,Laundry, Chores,2025-01-13 10:35:00,6.1,Yes
2446,1013,Essay draft,Study,2025-07-28 06:12:00,25.2,Yes
2447,1005,Meal prep,Health,2025-07-27 17:49:00,29.7,Yes
2448,1041,Tidy desk,Chores,2025-07-03 15:32:00,62.3,Yes
2449,1044,Read chapter,Study,2025-04-17 19:54:00,39.2,Yes
2450,1028,Tidy desk, Chores,2025-02-03 15:42:00,16.7,Yes
2451,1007,Workout,Health,2025-03-21 17:11:00,9.2,Yes
2452,1032,Workout,Health,2025-07-16 09:01:00,29.1,Yes
2453,1039,Meal prep,Health,2025-06-22 19:13:00,14.8,No
2454,1024,Practice problems,Study,2025-03-08 07:32:00,19.0,Yes
2455,1009,Sprint planning notes,Work,2025-01-28 19:09:00,31.2,Yes
2456,1039,Car wash,Errands,2025-06-17 16:10:00,,No
2457,1019,Bank visit,Errands,2025-03-05 17:47:00,32.8,Yes
2458,1047,Workout,Health ,2025-01-26 08:23:00,8.8,Yes
2459,1017,Stretching,Health ,2025-06-26 15:06:00,32.3,Yes
2460,1049,Read for fun,Personal,2025-01-15 13:49:00,23.8,Yes
2461,1022,Walk,Health,2025-04-11 09:40:00,69.1,Yes
2462,1019,Journaling,Personal,2025-07-16 18:05:00,40.8,Yes
2463,1022,Grocery shopping,Chores,2025-07-01 15:59:00,,Yes
2464,1028,Practice problems,Study,2025-07-19 08:08:00,46.4,Yes
2465,1001,Laundry,Chores,2025-05-04 14:17:00,,Yes
2466,1010,Essay draft,STUDY,2025-01-02 08:03:00,36.9,Yes
2467,1026,Call family,Personal ,2025-03-18 07:36:00,11.1,Yes
2468,1039,Meal prep,Health,2025-03-10 07:48:00,15.2,Yes
2469,1002,Vacuuming,Chores,2025-01-22 10:41:00,51.1,Yes
2470,1045,Workout,Health,2025-06-07 13:46:00,45.1,Yes
2471,1040,Code review,Work,2025-03-28 22:28:00,35.6,Yes
2472,1029,Workout,Health,2025-07-04 22:28:00,49.7,No
2473,1001,Practice problems,Study,2025-05-15 12:24:00,14.5,Yes
2474,1042,Read chapter,Study,2025-06-01 21:05:00,34.5,Yes
2475,1033,Essay draft,Study ,2025-04-30 18:56:00,10.1,No
2476,1028,Workout,health,2025-06-29 20:10:00,21.2,Yes
2477,1036,Budget spreadsheet,Work,2025-05-12 14:07:00,57.0,Yes
2478,1039,Dishes,Chores,2025-04-22 08:40:00,96.3,No
2479,1013,Walk,,2025-05-03 14:10:00,11.8,Yes
2480,1013,Email cleanup,Work,2025-07-04 20:10:00,29.0,Yes
2481,1022,Workout,,2025-07-05 16:33:00,43.5,Yes
2482,1003,Team sync prep,Work,2025-05-03 15:33:00,,No
2483,1036,Code review,Work,2025-06-03 14:58:00,9.6,Yes
2484,1035,Walk,Health,2025-07-26 17:06:00,82.2,Yes
2485,1008,Code review,Work,2025-01-15 13:17:00,36.8,Yes
2486,1033,Email cleanup,Work,2025-04-04 06:15:00,27.6,Yes
2487,1022,Team sync prep,Work,2025-02-14 11:47:00,,No
2488,1033,Read for fun,Personal,2025-01-02 16:21:00,21.1,Yes
2489,1022,Read chapter,Study,2025-06-05 10:58:00,43.3,Yes
2490,1003,Team sync prep,Work,2025-07-17 22:19:00,53.5,Yes
2491,1023,Sprint planning notes,Work,2025-02-03 09:57:00,18.4,Yes
2492,1010,Practice problems,Study,2025-05-12 09:29:00,104.8,Yes
2493,1006,Car wash,Errands,2025-04-10 07:09:00,17.9,Yes
2494,1005,Code review,Work,2025-03-11 10:32:00,26.3,Yes
2495,1037,Laundry,Chores,2025-01-21 13:53:00,3.8,Yes
2496,1030,Walk,Health,2025-04-01 19:12:00,29.5,Yes
2497,1013,Budget spreadsheet,Work,2025-06-28 10:50:00,60.1,Yes
2498,1020,Practice problems, study,2025-05-27 09:32:00,49.3,Yes
2499,1015,Essay draft,Study,2025-07-01 15:02:00,12.4,Yes
2500,1026,Essay draft,Study,2025-03-01 17:08:00,27.3,Yes
2501,1016,Journaling,Personal,2025-01-07 14:37:00,,Yes
2502,1032,Essay draft, study,2025-04-17 10:33:00,17.8,Yes
2503,1028,Email cleanup,Work,2025-03-26 22:20:00,18.7,Yes
2504,1018,Client report,Work,2025-01-16 17:28:00,49.0,Yes
2505,1022,Online course module,Study,2025-01-28 11:51:00,27.8,Yes
2506,1015,Grocery shopping,Chores,2025-03-13 21:30:00,6.6,Yes
2507,1035,Meditation,Health,2025-01-21 09:57:00,58.8,Yes
2508,1039,Car wash,Errands ,2025-02-11 22:32:00,20.1,Yes
2509,1000,Read chapter,Study,2025-03-09 11:26:00,28.0,Yes
2510,1046,Online course module,Study,2025-04-20 22:07:00,14.1,Yes
2511,1009,Practice problems,Study,2025-07-23 10:38:00,22.5,Yes
2512,1005,Car wash,Errands,2025-07-24 16:44:00,72.7,Yes
2513,1044,Online course module,Study,2025-03-26 08:49:00,42.7,Yes
2514,1014,Online course module,Study,2025-04-04 06:04:00,14.4,Yes
2515,1040,Stretching,,2025-02-28 19:47:00,51.1,Yes
2516,1025,Budget review,Personal,2025-04-17 20:36:00,747.0,Yes
2517,1048,Tidy desk,Chores,2025-06-23 20:10:00,73.0,Yes
2518,1032,Email cleanup,Work,2025-01-20 14:54:00,30.3,Yes
2519,1015,Online course module,study,2025-05-18 17:56:00,,Yes
2520,1021,Email cleanup,Work ,2025-04-06 10:30:00,59.1,Yes
2521,1017,Grocery shopping,Chores,2025-02-15 09:45:00,30.6,Yes
2522,1008,Budget spreadsheet,Work,2025-03-30 10:38:00,90.5,Yes
2523,1047,Bank visit, errands,2025-04-01 19:49:00,46.9,Yes
2524,1036,Team sync prep,WORK,2025-06-15 10:40:00,25.1,Yes
2525,1028,Code review,Work,2025-03-08 12:44:00,13.0,Yes
2526,1022,Practice problems,Study,2025-04-30 22:02:00,53.3,Yes
2527,1046,Essay draft,Study,2025-04-13 11:45:00,21.1,Yes
2528,1045,Sprint planning notes,Work,2025-01-16 18:04:00,5.7,No
2529,1019,Post office,Errands,2025-07-22 11:18:00,4.8,Yes
2530,1023,Walk,Health,2025-06-22 20:44:00,22.0,Yes
2531,1015,Email cleanup,Work,2025-02-05 06:22:00,28.9,No
2532,1003,Meditation,Health,2025-07-01 18:19:00,,Yes
2533,1046,Practice problems,Study,2025-07-06 12:02:00,23.2,No
2534,1043,Budget spreadsheet,Work,2025-05-14 07:59:00,19.4,No
2535,1043,Flashcard review,Study,2025-02-01 12:38:00,12.4,Yes
2536,1007,Post office,Errands,2025-01-23 06:09:00,34.5,Yes
2537,1015,Sprint planning notes, Work,2025-07-29 15:30:00,39.4,Yes
2538,1004,Bank visit,Errands,2025-04-25 07:06:00,29.8,Yes
2539,1032,Team sync prep,Work,2025-01-30 11:48:00,,Yes
2540,1048,Code review,,2025-02-02 18:06:00,,Yes
2541,1035,Team sync prep,Work,2025-04-19 13:47:00,47.6,Yes
2542,1007,Walk,Health,2025-07-12 10:26:00,9.1,Yes
2543,1000,Dishes,Chores,2025-01-23 10:41:00,69.1,Yes
2544,1012,Client report,Work,2025-06-09 17:51:00,8.6,Yes
2545,1047,Essay draft,Study,2025-04-12 07:58:00,,Yes
2546,1024,Bank visit,Errands,2025-03-04 21:48:00,19.4,Yes
2547,1041,Grocery shopping,chores,2025-05-19 09:35:00,16.7,Yes
2548,1019,Essay draft,Study,2025-07-29 19:10:00,16.2,Yes
2549,1046,Budget spreadsheet, Work,2025-05-10 13:14:00,71.6,Yes
2550,1041,Walk,Health,2025-03-19 20:51:00,19.2,Yes
2551,1011,Flashcard review,Study,2025-06-13 18:00:00,39.8,Yes
2552,1007,Budget review,Personal,2025-02-15 14:24:00,52.8,Yes
2553,1041,Online course module,Study,2025-06-29 20:49:00,26.8,Yes
2554,1048,Flashcard review,Study,2025-02-10 19:09:00,66.5,Yes
2555,1049,Sprint planning notes,Work,2025-03-20 15:57:00,7.1,Yes
2556,1010,Email cleanup,Work,2025-06-14 20:35:00,16.9,Yes
2557,1023,Walk,,2025-04-01 19:02:00,44.3,Yes
2558,1009,Read chapter,Study,2025-03-28 16:17:00,38.0,Yes
2559,1022,Pharmacy pickup,Errands,2025-06-07 08:54:00,65.5,Yes
2560,1034,Vacuuming,Chores,2025-04-04 22:52:00,15.5,Yes
2561,1030,Call family,PERSONAL,2025-01-17 12:06:00,3.1,Yes
2562,1014,Online course module,Study,2025-05-18 08:54:00,2.3,Yes
2563,1030,Email cleanup,Work,2025-02-20 14:19:00,8.4,Yes
2564,1001,Budget spreadsheet,Work,2025-04-07 13:53:00,6.8,Yes
2565,1049,Dishes,Chores,2025-01-11 19:48:00,21.5,Yes
2566,1027,Essay draft,Study,2025-05-28 09:42:00,44.9,Yes
2567,1042,Pharmacy pickup,Errands,2025-03-20 10:21:00,92.9,Yes
2568,1016,Code review,Work,2025-07-14 20:41:00,97.3,Yes
2569,1017,Flashcard review,Study,2025-01-28 21:43:00,5.8,Yes
2570,1002,Essay draft,Study,2025-05-13 22:30:00,46.8,Yes
2571,1039,Tidy desk,Chores,2025-03-05 16:45:00,18.7,Yes
2572,1022,Laundry,Chores,2025-07-28 22:31:00,48.2,Yes
2573,1040,Online course module,Study,2025-07-05 15:35:00,10.6,Yes
2574,1049,Car wash,Errands,2025-02-23 22:51:00,24.7,Yes
2575,1016,Essay draft,Study,2025-05-03 10:57:00,26.8,Yes
2576,1018,Flashcard review,Study,2025-06-28 07:51:00,22.0,Yes
2577,1023,Budget review,personal,2025-02-01 20:22:00,45.6,Yes
2578,1044,Flashcard review,Study,2025-04-06 10:27:00,64.9,Yes
2579,1015,Walk,Health,2025-06-07 16:39:00,50.6,Yes
2580,1031,Grocery shopping,Chores,2025-03-24 11:12:00,41.6,Yes
2581,1012,Meditation,Health,2025-06-22 15:43:00,38.2,Yes
2582,1024,Team sync prep,,2025-02-11 14:35:00,9.4,Yes
2583,1047,Stretching,health,2025-03-21 08:39:00,2.5,Yes
2584,1041,Practice problems,Study ,2025-04-19 20:05:00,32.8,Yes
2585,1018,Pharmacy pickup,Errands,2025-07-23 12:38:00,32.9,Yes
2586,1032,Meditation,health,2025-01-15 12:37:00,11.1,Yes
2587,1048,Team sync prep,Work,2025-02-09 22:08:00,37.0,Yes
2588,1016,Flashcard review,Study,2025-01-22 18:09:00,74.0,Yes
2589,1041,Pharmacy pickup,Errands,2025-04-29 06:58:00,85.7,No
2590,1033,Read chapter,Study,2025-02-10 21:20:00,39.6,Yes
2591,1033,Grocery shopping,Chores,2025-04-04 11:41:00,3.5,Yes
2592,1003,Meal prep,Health,2025-04-10 07:03:00,60.3,Yes
2593,1017,Team sync prep,Work,2025-06-26 12:17:00,19.5,Yes
2594,1018,Team sync prep,,2025-02-19 09:30:00,48.3,Yes
2595,1014,Tidy desk,Chores,2025-05-03 19:08:00,30.1,No
2596,1045,Team sync prep,Work,2025-06-08 19:36:00,70.3,Yes
2597,1001,Dishes, Chores,2025-03-17 18:37:00,48.2,No
2598,1040,Budget spreadsheet, Work,2025-07-13 12:43:00,18.9,No
2599,1012,Meal prep,Health ,2025-04-19 21:15:00,8.8,Yes
2600,1032,Workout,Health,2025-03-06 06:22:00,22.8,No
2601,1029,Sprint planning notes, Work,2025-06-01 22:00:00,76.9,Yes
2602,1028,Email cleanup,Work,2025-02-03 12:49:00,112.4,Yes
2603,1004,Bank visit,Errands,2025-02-21 18:21:00,37.5,Yes
2604,1020,Email cleanup,Work,2025-01-21 22:57:00,54.6,Yes
2605,1036,Budget review,Personal,2025-05-12 17:30:00,,Yes
2606,1001,Vacuuming,Chores,2025-04-25 19:52:00,93.9,Yes
2607,1033,Pharmacy pickup,Errands,2025-05-24 11:22:00,32.3,Yes
2608,1013,Workout,Health,2025-05-31 06:03:00,22.7,Yes
2609,1015,Call family,Personal,2025-02-12 18:20:00,14.1,No
2610,1019,Client report,Work,2025-06-02 17:27:00,8.8,Yes
2611,1047,Workout,Health,2025-06-22 08:26:00,23.7,Yes
2612,1048,Meal prep,Health,2025-02-08 12:54:00,2.8,Yes
2613,1038,Meditation,Health,2025-01-25 06:52:00,714.0,Yes
2614,1037,Workout,Health,2025-02-18 08:57:00,27.0,No
2615,1027,Dishes,Chores,2025-02-12 19:02:00,11.5,Yes
2616,1035,Grocery shopping,,2025-05-27 14:12:00,62.1,Yes
2617,1025,Stretching,Health,2025-03-24 07:55:00,26.1,Yes
2618,1039,Laundry,Chores,2025-03-11 18:15:00,23.9,Yes
2619,1037,Grocery shopping,Chores,2025-03-09 18:53:00,36.9,Yes
2620,1028,Email cleanup,Work,2025-06-07 13:04:00,13.8,Yes
2621,1032,Sprint planning notes,Work,2025-06-11 21:09:00,24.8,Yes
2622,1017,Flashcard review,Study,2025-07-24 16:40:00,80.3,Yes
2623,1025,Client report,Work,2025-07-02 20:34:00,56.6,Yes
2624,1004,Flashcard review,STUDY,2025-04-10 12:25:00,27.0,Yes
2625,1036,Vacuuming,Chores,2025-02-12 07:20:00,108.7,Yes
2626,1043,Flashcard review, study,2025-02-28 10:53:00,11.0,Yes
2627,1043,Laundry,Chores,2025-04-02 19:15:00,19.7,Yes
2628,1047,Essay draft,Study,2025-06-07 21:26:00,50.0,Yes
2629,1012,Budget spreadsheet,Work,2025-07-21 16:52:00,38.3,Yes
2630,1018,Budget spreadsheet,work,2025-02-17 14:34:00,27.7,Yes
2631,1019,Pharmacy pickup, errands,2025-02-09 12:55:00,23.3,Yes
2632,1043,Meal prep,Health,2025-06-25 15:23:00,44.6,Yes
2633,1031,Meditation,Health ,2025-05-19 13:28:00,16.1,Yes
2634,1039,Email cleanup,Work,2025-06-04 17:31:00,8.9,Yes
2635,1002,Essay draft,Study,2025-07-23 17:40:00,4.5,Yes
2636,1035,Budget spreadsheet,,2025-02-04 22:10:00,386.1,Yes
2637,1038,Sprint planning notes,,2025-04-20 17:22:00,14.0,Yes
2638,1045,Online course module,Study ,2025-05-23 06:04:00,,Yes
2639,1022,Sprint planning notes,Work,2025-05-05 18:40:00,10.5,Yes
2640,1011,Stretching, health,2025-05-16 18:54:00,66.7,No
2641,1019,Grocery shopping,Chores,2025-01-10 08:21:00,26.1,Yes
2642,1024,Essay draft,Study,2025-04-21 12:41:00,21.6,Yes
2643,1011,Laundry,Chores,2025-03-03 13:03:00,61.4,Yes
2644,1025,Email cleanup, Work,2025-01-23 19:16:00,60.3,Yes
2645,1015,Tidy desk,Chores,2025-07-07 18:27:00,43.7,Yes
2646,1025,Journaling,Personal,2025-01-25 16:38:00,56.2,Yes
2647,1011,Essay draft,Study,2025-06-05 13:50:00,87.1,Yes
2648,1018,Practice problems,Study,2025-01-24 14:02:00,69.1,Yes
2649,1048,Sprint planning notes,Work,2025-02-10 07:41:00,26.9,Yes
2650,1030,Car wash,errand,2025-04-11 10:13:00,8.7,Yes
2651,1014,Budget spreadsheet,Work,2025-01-30 21:23:00,4.1,No
2652,1043,Code review,Work,2025-04-26 06:03:00,39.1,Yes
2653,1035,Car wash,Errands,2025-03-13 22:04:00,15.5,Yes
2654,1024,Practice problems,Study,2025-05-30 07:09:00,20.0,Yes
2655,1024,Meditation,Health,2025-06-29 07:27:00,,Yes
2656,1021,Meditation,Health,2025-02-11 07:27:00,4.6,Yes
2657,1027,Client report,Work,2025-03-28 22:57:00,31.5,Yes
2658,1035,Read chapter,STUDY,2025-02-23 10:17:00,,Yes
2659,1033,Journaling,,2025-06-12 09:58:00,,Yes
2660,1046,Meal prep,Health,2025-01-18 16:29:00,13.0,Yes
2661,1030,Practice problems,Study,2025-01-05 18:52:00,23.8,Yes
2662,1048,Team sync prep,Work ,2025-01-31 14:09:00,40.3,No
2663,1019,Sprint planning notes,Work,2025-01-02 19:50:00,,Yes
2664,1011,Read for fun,Personal,2025-01-25 07:23:00,12.6,Yes
2665,1015,Car wash,Errands,2025-04-20 21:19:00,36.4,No
2666,1004,Stretching,Health,2025-05-22 19:05:00,38.3,Yes
2667,1043,Team sync prep,Work,2025-04-09 13:34:00,9.6,Yes
2668,1001,Laundry,Chores,2025-06-18 18:00:00,27.4,No
2669,1032,Budget spreadsheet,Work,2025-05-20 07:24:00,28.3,Yes
2670,1023,Tidy desk,,2025-02-19 19:42:00,20.2,Yes
2671,1013,Online course module,Study,2025-06-01 12:18:00,32.5,Yes
2672,1001,Client report, Work,2025-04-02 21:18:00,191.70000000000002,Yes
2673,1021,Tidy desk,Chores,2025-06-23 12:40:00,27.9,Yes
2674,1027,Sprint planning notes,Work,2025-04-19 18:39:00,,Yes
2675,1007,Email cleanup,Work,2025-01-02 20:06:00,8.7,Yes
2676,1049,Bank visit,errand,2025-06-19 08:04:00,19.9,Yes
2677,1036,Practice problems,Study,2025-03-01 07:00:00,25.6,No
2678,1019,Client report,Work,2025-06-25 06:06:00,70.2,Yes
2679,1017,Read chapter, study,2025-03-24 06:22:00,4.9,Yes
2680,1047,Online course module, study,2025-05-11 06:45:00,38.6,Yes
2681,1002,Client report,Work,2025-05-15 13:56:00,24.9,Yes
2682,1041,Essay draft,Study,2025-05-08 19:22:00,8.2,Yes
2683,1036,Laundry,chores,2025-01-01 08:54:00,34.5,Yes
2684,1006,Workout,Health,2025-02-21 13:42:00,101.3,No
2685,1014,Client report,,2025-07-06 09:28:00,50.2,Yes
2686,1036,Vacuuming,Chores,2025-07-02 07:34:00,48.3,Yes
2687,1013,Client report,Work ,2025-06-24 12:12:00,10.3,Yes
2688,1009,Pharmacy pickup,Errands ,2025-03-24 22:10:00,,Yes
2689,1020,Meal prep,Health,2025-02-26 08:24:00,19.5,Yes
2690,1041,Vacuuming,CHORES,2025-07-21 14:36:00,4.9,Yes
2691,1037,Workout, health,2025-02-02 21:57:00,76.8,Yes
2692,1011,Journaling,Personal,2025-07-03 12:38:00,29.7,Yes
2693,1020,Bank visit,Errands,2025-01-13 07:20:00,55.0,Yes
2694,1048,Meal prep,Health,2025-01-10 14:05:00,51.4,No
2695,1019,Team sync prep,Work,2025-05-04 08:12:00,4.5,Yes
2696,1032,Stretching, health,2025-03-29 14:35:00,61.4,Yes
2697,1002,Essay draft,Study,2025-05-06 08:53:00,14.5,No
2698,1047,Laundry,Chores,2025-07-20 10:16:00,57.3,No
2699,1045,Client report,,2025-01-01 13:57:00,38.0,Yes
2700,1016,Meal prep,Health,2025-05-09 17:37:00,,No
2701,1020,Code review,Work,2025-05-11 12:02:00,40.7,Yes
2702,1010,Team sync prep,Work,2025-02-06 08:36:00,29.8,Yes
2703,1029,Code review,Work,2025-01-28 17:25:00,3.0,Yes
2704,1026,Email cleanup,Work,2025-07-14 06:32:00,39.7,Yes
2705,1002,Team sync prep,Work,2025-01-29 09:36:00,68.9,Yes
2706,1022,Budget review,Personal,2025-03-30 16:36:00,100.4,Yes
2707,1044,Email cleanup,work,2025-02-11 17:29:00,39.4,Yes
2708,1003,Budget spreadsheet,Work,2025-04-06 10:56:00,12.9,Yes
2709,1029,Post office,Errands,2025-07-15 19:07:00,22.4,Yes
2710,1023,Flashcard review,Study,2025-02-24 07:43:00,16.8,Yes
2711,1038,Online course module,Study,2025-07-29 10:14:00,19.6,Yes
2712,1029,Grocery shopping,Chores,2025-03-31 08:35:00,20.3,Yes
2713,1007,Tidy desk,Chores,2025-01-31 10:53:00,31.6,Yes
2714,1039,Team sync prep,Work,2025-03-29 12:49:00,28.2,Yes
2715,1041,Team sync prep,Work,2025-05-11 19:16:00,,No
2716,1030,Practice problems,Study,2025-07-28 08:54:00,12.0,Yes
2717,1022,Flashcard review,Study,2025-03-10 06:20:00,27.0,Yes
2718,1010,Budget spreadsheet,Work,2025-02-04 08:48:00,117.89999999999999,Yes
2719,1005,Client report,Work,2025-06-09 06:41:00,15.4,Yes
2720,1005,Walk,health,2025-05-01 21:39:00,6.1,Yes
2721,1029,Sprint planning notes,Work,2025-06-10 19:39:00,20.2,Yes
2722,1045,Meal prep,Health,2025-01-14 22:51:00,52.6,Yes
2723,1041,Read for fun,Personal,2025-05-22 18:05:00,40.8,Yes
2724,1041,Essay draft,Study,2025-03-21 18:06:00,27.6,Yes
2725,1011,Post office,Errands,2025-03-30 17:05:00,51.8,No
2726,1033,Walk,Health,2025-06-14 18:49:00,30.7,Yes
2727,1000,Online course module,Study,2025-06-13 10:21:00,,Yes
2728,1034,Car wash,Errands ,2025-02-02 11:02:00,23.0,Yes
2729,1015,Laundry,Chores,2025-07-26 11:08:00,29.4,Yes
2730,1017,Post office,Errands,2025-01-19 16:20:00,33.4,Yes
2731,1045,Read chapter,Study,2025-01-15 06:59:00,11.8,Yes
2732,1036,Team sync prep,Work,2025-04-30 21:54:00,29.3,Yes
2733,1025,Client report,Work,2025-03-23 13:44:00,26.1,Yes
2734,1006,Grocery shopping,Chores,2025-06-29 16:48:00,21.2,Yes
2735,1045,Code review,Work,2025-02-07 06:53:00,40.7,Yes
2736,1028,Bank visit,Errands,2025-03-13 14:14:00,13.9,Yes
2737,1005,Stretching,Health,2025-07-07 11:26:00,12.9,Yes
2738,1044,Read chapter,Study,2025-02-18 12:14:00,48.4,Yes
2739,1017,Read chapter,Study,2025-01-13 15:12:00,23.7,Yes
2740,1016,Sprint planning notes,work,2025-01-08 10:52:00,40.4,Yes
2741,1036,Budget spreadsheet,Work,2025-04-19 18:43:00,71.2,Yes
2742,1022,Laundry,Chores,2025-06-18 08:51:00,81.5,Yes
2743,1024,Essay draft,Study,2025-05-10 19:30:00,50.4,Yes
2744,1004,Workout,Health,2025-01-22 10:39:00,44.2,Yes
2745,1040,Client report,Work,2025-07-14 22:52:00,68.3,Yes
2746,1035,Practice problems,Study,2025-04-03 09:45:00,23.7,Yes
2747,1030,Essay draft,Study,2025-02-25 09:10:00,34.0,Yes
2748,1045,Dishes,,2025-03-24 11:58:00,10.7,Yes
2749,1000,Car wash,Errands ,2025-07-25 06:04:00,31.1,Yes
2750,1002,Grocery shopping,Chores,2025-04-29 18:44:00,23.8,Yes
2751,1025,Email cleanup,Work,2025-07-10 08:34:00,27.8,Yes
2752,1044,Budget spreadsheet,Work ,2025-02-13 07:28:00,67.5,Yes
2753,1004,Tidy desk,Chores,2025-03-11 15:59:00,,Yes
2754,1039,Practice problems,Study,2025-04-05 11:21:00,66.6,Yes
2755,1017,Team sync prep,Work,2025-05-13 12:53:00,31.6,Yes
2756,1004,Bank visit,Errands,2025-05-27 22:27:00,21.9,Yes
2757,1005,Read for fun,Personal,2025-03-11 09:57:00,88.2,Yes
2758,1020,Meditation,Health,2025-06-12 16:22:00,13.0,Yes
2759,1036,Meditation,Health,2025-06-05 21:48:00,17.9,Yes
2760,1042,Read chapter,Study,2025-02-24 19:35:00,13.8,Yes
2761,1017,Read chapter, study,2025-06-06 10:03:00,43.5,Yes
2762,1002,Read for fun,Personal,2025-03-26 11:03:00,14.7,Yes
2763,1041,Meditation,Health,2025-07-23 12:28:00,8.1,Yes
2764,1024,Walk,Health,2025-04-05 12:30:00,20.8,Yes
2765,1007,Client report, Work,2025-07-06 19:40:00,63.4,Yes
2766,1034,Post office,Errands,2025-01-02 07:38:00,29.5,Yes
2767,1044,Team sync prep,Work,2025-03-21 20:13:00,16.4,No
2768,1030,Practice problems,STUDY,2025-06-28 12:31:00,134.2,Yes
2769,1039,Flashcard review,Study,2025-04-21 22:52:00,39.7,Yes
2770,1015,Post office,Errands,2025-03-24 15:14:00,83.6,Yes
2771,1024,Read chapter, study,2025-03-13 21:47:00,9.2,Yes
2772,1021,Sprint planning notes,Work,2025-06-06 07:34:00,46.0,Yes
2773,1036,Bank visit,Errands,2025-05-23 06:33:00,70.4,Yes
2774,1013,Vacuuming,Chores,2025-05-20 21:00:00,37.0,Yes
2775,1005,Code review,Work,2025-05-31 12:27:00,53.2,Yes
2776,1007,Online course module,Study,2025-06-06 08:14:00,13.8,No
2777,1019,Bank visit,Errands,2025-03-24 13:02:00,25.5,Yes
2778,1026,Essay draft,Study,2025-03-04 08:12:00,27.4,Yes
2779,1008,Essay draft,Study,2025-02-22 15:21:00,14.7,Yes
2780,1005,Code review,Work,2025-04-03 14:00:00,19.8,Yes
2781,1014,Code review,WORK,2025-06-25 18:37:00,38.7,No
2782,1042,Email cleanup,WORK,2025-05-02 10:08:00,19.7,No
