task_id,user_id,task_name,category,timestamp,duration_minutes,completed,day_of_week,hour
3065,1041,Client report,Work,2025-04-23 20:37:00,35.8,Yes,Wednesday,20
3066,1025,Sprint planning notes,Work,2025-06-08 14:27:00,24.0,Yes,Sunday,14
3067,1037,Walk,Health,2025-02-10 12:39:00,19.8,Yes,Monday,12
3068,1036,Practice problems,Study,2025-07-09 22:17:00,30.3,Yes,Wednesday,22
3069,1020,Walk,Health,2025-02-12 07:53:00,13.7,No,Wednesday,7
3070,1014,Laundry,Chores,2025-05-07 22:27:00,21.1,Yes,Wednesday,22
3071,1039,Post office,Errands,2025-05-11 18:31:00,6.2,Yes,Sunday,18
3072,1040,Tidy desk,Chores,2025-07-28 13:27:00,32.0,Yes,Monday,13
3073,1026,Budget review,Personal,2025-05-13 18:54:00,30.8,Yes,Tuesday,18
3074,1012,Dishes,Chores,2025-01-03 16:42:00,20.2,Yes,Friday,16
3075,1007,Call family,Personal,2025-04-08 13:17:00,35.6,Yes,Tuesday,13
3076,1012,Budget spreadsheet,Work,2025-01-20 17:12:00,33.0,Yes,Monday,17
3077,1049,Flashcard review,Study,2025-02-26 18:58:00,29.6,Yes,Wednesday,18
3078,1045,Meal prep,Health,2025-01-20 14:52:00,64.3,Yes,Monday,14
3079,1015,Code review,Work,2025-01-19 10:31:00,6.4,Yes,Sunday,10
3080,1036,Budget spreadsheet,Work,2025-04-09 20:12:00,35.5,Yes,Wednesday,20
3081,1028,Vacuuming,Chores,2025-03-21 18:53:00,13.7,Yes,Friday,18
3082,1016,Tidy desk,Chores,2025-07-05 17:27:00,81.1,No,Saturday,17
3083,1034,Budget spreadsheet,Work,2025-07-14 08:28:00,22.4,Yes,Monday,8
3084,1018,Dishes,Chores,2025-02-09 06:07:00,37.5,No,Sunday,6
3085,1020,Read chapter,Study,2025-02-26 13:19:00,6.6,Yes,Wednesday,13
3086,1018,Sprint planning notes,Work,2025-06-26 19:27:00,26.9,No,Thursday,19
3087,1015,Car wash,Errands,2025-07-18 19:08:00,26.9,Yes,Friday,19
3088,1030,Meal prep,Health,2025-03-24 12:54:00,50.7,Yes,Monday,12
3089,1026,Grocery shopping,Chore,2025-04-23 06:13:00,57.5,Yes,Wednesday,6
3090,1003,Dishes,Chores,2025-06-18 07:18:00,42.0,Yes,Wednesday,7
3091,1037,Budget spreadsheet,Work,2025-06-10 11:28:00,50.5,Yes,Tuesday,11
3093,1012,Vacuuming,Chores,2025-04-02 10:46:00,52.1,Yes,Wednesday,10
3094,1038,Walk,Health,2025-07-27 13:34:00,36.8,Yes,Sunday,13
3095,1012,Workout,Health,2025-01-18 19:45:00,13.1,Yes,Saturday,19
3096,1036,Read chapter,Study,2025-01-18 07:16:00,87.5,Yes,Saturday,7
3097,1014,Flashcard review,Study,2025-07-19 10:52:00,33.5,Yes,Saturday,10
3098,1045,Laundry,Chores,2025-01-26 21:21:00,13.3,Yes,Sunday,21
3099,1045,Car wash,Uncategorized,2025-03-16 18:52:00,50.1,Yes,Sunday,18
3100,1049,Flashcard review,Study,2025-05-27 10:48:00,26.9,Yes,Tuesday,10
3101,1041,Stretching,Health,2025-03-02 20:30:00,22.6,Yes,Sunday,20
3102,1035,Pharmacy pickup,Errands,2025-01-13 15:22:00,24.7,Yes,Monday,15
3103,1040,Laundry,Chores,2025-06-18 13:54:00,27.4,Yes,Wednesday,13
3104,1017,Meal prep,Health,2025-05-26 16:41:00,28.4,Yes,Monday,16
3105,1000,Pharmacy pickup,Uncategorized,2025-02-03 08:49:00,13.1,Yes,Monday,8
3106,1047,Team sync prep,Work,2025-02-26 15:53:00,24.0,Yes,Wednesday,15
3107,1008,Email cleanup,Work,2025-07-23 16:14:00,32.4,Yes,Wednesday,16
3108,1004,Email cleanup,Work,2025-04-27 09:35:00,45.3,Yes,Sunday,9
3109,1038,Tidy desk,Chores,2025-04-02 17:02:00,21.7,Yes,Wednesday,17
3110,1027,Budget spreadsheet,Work,2025-01-10 09:56:00,22.4,Yes,Friday,9
3111,1020,Team sync prep,Work,2025-03-10 08:44:00,31.5,Yes,Monday,8
3112,1005,Budget spreadsheet,Work,2025-02-16 12:13:00,39.9,Yes,Sunday,12
3113,1005,Meal prep,Health,2025-01-02 22:23:00,4.1,Yes,Thursday,22
3114,1024,Meditation,Health,2025-01-21 16:15:00,7.6,Yes,Tuesday,16
3115,1037,Dishes,Chores,2025-03-30 06:41:00,36.5,Yes,Sunday,6
3116,1035,Team sync prep,Work,2025-07-06 13:22:00,53.8,Yes,Sunday,13
3117,1024,Online course module,Study,2025-03-07 08:21:00,28.8,Yes,Friday,8
3118,1027,Journaling,Personal,2025-05-04 21:34:00,19.5,Yes,Sunday,21
3119,1020,Client report,Work,2025-05-13 16:54:00,5.7,Yes,Tuesday,16
3120,1008,Team sync prep,Work,2025-07-13 18:52:00,49.8,Yes,Sunday,18
3121,1015,Code review,Work,2025-04-02 18:18:00,28.4,Yes,Wednesday,18
3122,1035,Client report,Work,2025-03-10 15:59:00,44.8,Yes,Monday,15
3123,1012,Stretching,Health,2025-05-16 12:12:00,21.9,Yes,Friday,12
3124,1023,Call family,Personal,2025-03-11 21:04:00,47.9,Yes,Tuesday,21
3125,1008,Meditation,Health,2025-05-17 15:21:00,57.3,Yes,Saturday,15
3126,1025,Car wash,Errands,2025-02-05 18:04:00,39.0,Yes,Wednesday,18
3127,1014,Stretching,Health,2025-04-05 20:27:00,20.5,Yes,Saturday,20
3128,1045,Dishes,Chores,2025-04-22 22:16:00,14.2,Yes,Tuesday,22
3129,1048,Tidy desk,Chores,2025-02-25 11:44:00,96.5,Yes,Tuesday,11
3130,1015,Laundry,Uncategorized,2025-06-19 20:18:00,36.6,Yes,Thursday,20
3131,1049,Workout,Health,2025-06-07 11:34:00,32.9,Yes,Saturday,11
3132,1007,Bank visit,Errands,2025-03-11 19:52:00,11.6,Yes,Tuesday,19
3133,1021,Grocery shopping,Chores,2025-05-12 11:57:00,41.4,Yes,Monday,11
3134,1043,Email cleanup,Work,2025-06-22 15:23:00,62.2,Yes,Sunday,15
3135,1015,Budget spreadsheet,Work,2025-07-15 12:13:00,19.0,Yes,Tuesday,12
3136,1042,Car wash,Errands,2025-04-11 19:26:00,51.7,Yes,Friday,19
3137,1008,Dishes,Chores,2025-07-09 06:32:00,29.8,Yes,Wednesday,6
3138,1007,Call family,Personal,2025-01-10 21:41:00,6.3,Yes,Friday,21
3139,1038,Email cleanup,Work,2025-04-13 18:13:00,75.9,Yes,Sunday,18
3140,1012,Laundry,Chores,2025-03-01 06:43:00,20.8,Yes,Saturday,6
3141,1003,Code review,Work,2025-01-30 16:22:00,35.5,No,Thursday,16
3142,1023,Email cleanup,Work,2025-01-02 09:42:00,67.6,Yes,Thursday,9
3143,1039,Walk,Health,2025-05-14 14:20:00,33.2,No,Wednesday,14
3144,1010,Meal prep,Health,2025-06-10 15:04:00,7.5,Yes,Tuesday,15
3145,1029,Essay draft,Study,2025-03-05 12:23:00,22.2,Yes,Wednesday,12
3146,1036,Dishes,Chores,2025-05-08 10:30:00,57.0,Yes,Thursday,10
3149,1009,Flashcard review,Study,2025-01-25 10:32:00,18.4,Yes,Saturday,10
3150,1017,Grocery shopping,Chores,2025-05-31 20:32:00,29.8,Yes,Saturday,20
3151,1009,Budget spreadsheet,Work,2025-06-24 11:19:00,3.9,Yes,Tuesday,11
3152,1029,Practice problems,Study,2025-06-08 09:59:00,18.6,Yes,Sunday,9
3153,1029,Budget spreadsheet,Work,2025-06-25 22:36:00,10.4,Yes,Wednesday,22
3154,1027,Grocery shopping,Chores,2025-06-23 18:15:00,18.8,Yes,Monday,18
3155,1022,Journaling,Personal,2025-02-17 10:18:00,18.3,Yes,Monday,10
3157,1016,Team sync prep,Work,2025-06-23 22:29:00,55.9,Yes,Monday,22
3158,1021,Workout,Health,2025-05-10 19:57:00,45.7,Yes,Saturday,19
3159,1026,Bank visit,Errands,2025-04-22 22:20:00,58.5,Yes,Tuesday,22
3160,1002,Email cleanup,Uncategorized,2025-06-18 08:30:00,30.799999999999997,Yes,Wednesday,8
3161,1005,Journaling,Personal,2025-03-11 15:15:00,50.8,Yes,Tuesday,15
3162,1047,Sprint planning notes,Work,2025-03-11 20:40:00,20.5,No,Tuesday,20
3163,1048,Budget review,Personal,2025-02-06 12:56:00,38.4,Yes,Thursday,12
3164,1008,Code review,Work,2025-05-23 12:59:00,42.7,Yes,Friday,12
3166,1024,Grocery shopping,Chores,2025-01-21 10:10:00,55.1,Yes,Tuesday,10
3167,1021,Bank visit,Errands,2025-07-28 16:37:00,16.2,Yes,Monday,16
3168,1008,Grocery shopping,Chores,2025-03-19 14:05:00,43.0,Yes,Wednesday,14
3169,1037,Bank visit,Errands,2025-01-01 11:06:00,56.8,Yes,Wednesday,11
3170,1035,Post office,Errands,2025-02-09 19:36:00,17.3,Yes,Sunday,19
3171,1038,Team sync prep,Work,2025-07-19 14:22:00,42.3,No,Saturday,14
3172,1011,Email cleanup,Work,2025-04-22 22:00:00,9.1,Yes,Tuesday,22
3173,1011,Read chapter,Study,2025-05-01 22:01:00,11.2,No,Thursday,22
3174,1033,Pharmacy pickup,Errands,2025-06-25 17:37:00,23.6,Yes,Wednesday,17
3175,1044,Tidy desk,Chores,2025-03-20 18:44:00,53.0,Yes,Thursday,18
3176,1020,Client report,Work,2025-07-20 17:40:00,29.05,Yes,Sunday,17
3177,1015,Vacuuming,Chores,2025-06-16 14:53:00,31.2,Yes,Monday,14
3178,1042,Workout,Health,2025-06-13 19:53:00,40.4,Yes,Friday,19
3179,1014,Car wash,Errands,2025-04-04 09:22:00,73.3,No,Friday,9
3180,1020,Practice problems,Study,2025-03-30 17:00:00,7.1,Yes,Sunday,17
3181,1044,Car wash,Errands,2025-05-18 17:58:00,18.0,Yes,Sunday,17
3182,1004,Journaling,Personal,2025-04-25 11:46:00,43.6,No,Friday,11
3183,1013,Sprint planning notes,Work,2025-07-09 16:20:00,22.4,Yes,Wednesday,16
3184,1012,Car wash,Errands,2025-01-07 17:03:00,59.2,No,Tuesday,17
3185,1022,Vacuuming,Chores,2025-04-20 07:36:00,10.7,Yes,Sunday,7
3186,1044,Email cleanup,Uncategorized,2025-06-10 09:00:00,46.1,Yes,Tuesday,9
3187,1017,Sprint planning notes,Work,2025-04-20 08:44:00,27.5,No,Sunday,8
3188,1002,Dishes,Chores,2025-05-24 08:16:00,22.6,Yes,Saturday,8
3189,1002,Meal prep,Health,2025-04-10 13:09:00,46.6,Yes,Thursday,13
3190,1048,Essay draft,Study,2025-01-11 16:16:00,12.3,Yes,Saturday,16
3191,1040,Car wash,Errands,2025-03-24 19:13:00,38.5,Yes,Monday,19
3192,1033,Budget review,Personal,2025-05-07 16:01:00,22.2,Yes,Wednesday,16
3193,1036,Tidy desk,Chores,2025-04-04 13:20:00,29.8,Yes,Friday,13
3194,1000,Essay draft,Study,2025-06-18 08:37:00,23.1,Yes,Wednesday,8
3195,1031,Read chapter,Study,2025-01-18 18:38:00,11.5,No,Saturday,18
3196,1006,Journaling,Personal,2025-07-15 13:53:00,83.9,Yes,Tuesday,13
3197,1040,Email cleanup,Work,2025-03-17 14:34:00,15.9,No,Monday,14
3198,1005,Essay draft,Study,2025-03-01 20:54:00,17.7,Yes,Saturday,20
3199,1006,Code review,Work,2025-07-18 20:09:00,16.3,Yes,Friday,20
3200,1036,Budget spreadsheet,Work,2025-05-26 17:37:00,34.2,Yes,Monday,17
3202,1015,Budget review,Personal,2025-06-07 22:47:00,37.8,Yes,Saturday,22
3203,1016,Post office,Errands,2025-04-02 17:58:00,27.9,Yes,Wednesday,17
3204,1012,Call family,Personal,2025-04-07 13:43:00,17.1,Yes,Monday,13
3205,1034,Code review,Work,2025-02-05 11:58:00,32.1,Yes,Wednesday,11
3206,1007,Budget review,Personal,2025-06-28 07:20:00,27.3,Yes,Saturday,7
3207,1014,Vacuuming,Chores,2025-05-24 14:15:00,33.0,Yes,Saturday,14
3208,1026,Budget spreadsheet,Work,2025-01-27 21:20:00,68.6,Yes,Monday,21
3209,1016,Budget spreadsheet,Work,2025-04-27 22:33:00,21.6,No,Sunday,22
3211,1001,Read for fun,Uncategorized,2025-02-26 10:33:00,55.8,No,Wednesday,10
3212,1005,Client report,Work,2025-06-24 20:58:00,65.3,Yes,Tuesday,20
3213,1023,Read chapter,Study,2025-07-28 08:31:00,4.9,Yes,Monday,8
3214,1001,Post office,Errands,2025-04-08 10:16:00,9.5,Yes,Tuesday,10
3216,1049,Code review,Work,2025-07-20 19:12:00,10.6,Yes,Sunday,19
3217,1026,Sprint planning notes,Work,2025-02-04 17:25:00,42.5,Yes,Tuesday,17
3218,1042,Bank visit,Errands,2025-07-01 06:23:00,28.6,Yes,Tuesday,6
3219,1036,Meditation,Health,2025-07-03 13:27:00,12.1,Yes,Thursday,13
3221,1039,Call family,Personal,2025-06-30 13:32:00,46.2,Yes,Monday,13
3222,1049,Workout,Health,2025-05-31 20:21:00,23.8,Yes,Saturday,20
3223,1004,Online course module,Study,2025-02-11 16:05:00,28.1,Yes,Tuesday,16
3224,1046,Online course module,Uncategorized,2025-03-15 06:53:00,42.8,Yes,Saturday,6
3225,1035,Meditation,Health,2025-01-24 14:30:00,17.5,Yes,Friday,14
3226,1034,Email cleanup,Work,2025-06-27 20:20:00,32.1,Yes,Friday,20
3227,1014,Flashcard review,Study,2025-04-18 09:11:00,45.0,Yes,Friday,9
3228,1044,Practice problems,Study,2025-07-15 16:53:00,20.6,Yes,Tuesday,16
3229,1004,Sprint planning notes,Work,2025-05-31 17:00:00,13.9,Yes,Saturday,17
3230,1023,Meditation,Health,2025-04-23 21:56:00,17.6,Yes,Wednesday,21
3231,1007,Tidy desk,Chores,2025-07-21 16:47:00,32.2,Yes,Monday,16
3232,1032,Car wash,Errands,2025-03-04 07:56:00,29.0,Yes,Tuesday,7
3233,1047,Read for fun,Personal,2025-06-14 14:16:00,7.2,Yes,Saturday,14
3234,1029,Call family,Personal,2025-02-02 09:34:00,16.3,Yes,Sunday,9
3235,1044,Laundry,Chores,2025-02-03 06:00:00,22.8,Yes,Monday,6
3236,1043,Grocery shopping,Chores,2025-01-16 16:08:00,58.2,Yes,Thursday,16
3237,1017,Read chapter,Study,2025-04-18 14:38:00,38.5,Yes,Friday,14
3238,1004,Bank visit,Errands,2025-03-13 19:46:00,26.8,Yes,Thursday,19
3239,1002,Practice problems,Study,2025-06-28 10:33:00,37.6,Yes,Saturday,10
3240,1000,Practice problems,Study,2025-04-24 10:13:00,29.6,Yes,Thursday,10
3241,1032,Sprint planning notes,Work,2025-07-28 07:14:00,22.2,Yes,Monday,7
3242,1019,Post office,Errands,2025-04-12 14:30:00,31.4,Yes,Saturday,14
3243,1021,Team sync prep,Work,2025-03-04 07:27:00,14.5,Yes,Tuesday,7
3244,1048,Client report,Work,2025-03-17 22:39:00,19.9,Yes,Monday,22
3245,1025,Practice problems,Study,2025-01-06 16:17:00,24.3,Yes,Monday,16
3246,1030,Read for fun,Personal,2025-04-18 17:22:00,13.6,Yes,Friday,17
3247,1033,Vacuuming,Chore,2025-04-12 13:32:00,32.2,Yes,Saturday,13
3248,1003,Call family,Personal,2025-03-22 17:20:00,18.5,Yes,Saturday,17
3249,1038,Journaling,Personal,2025-06-04 08:21:00,33.7,Yes,Wednesday,8
3250,1018,Sprint planning notes,Work,2025-01-26 06:15:00,49.8,Yes,Sunday,6
3251,1035,Sprint planning notes,Work,2025-06-19 14:10:00,4.3,Yes,Thursday,14
3252,1019,Meditation,Health,2025-01-21 09:16:00,41.9,Yes,Tuesday,9
3253,1024,Team sync prep,Uncategorized,2025-04-22 11:07:00,65.0,Yes,Tuesday,11
3254,1044,Client report,Work,2025-04-02 17:00:00,57.5,No,Wednesday,17
3255,1016,Budget spreadsheet,Work,2025-06-20 09:14:00,31.8,No,Friday,9
3256,1036,Workout,Health,2025-07-09 14:00:00,41.4,Yes,Wednesday,14
3257,1034,Team sync prep,Work,2025-02-07 09:28:00,29.4,Yes,Friday,9
3258,1049,Tidy desk,Chores,2025-06-18 17:09:00,43.6,Yes,Wednesday,17
3259,1007,Budget spreadsheet,Work,2025-07-09 17:01:00,14.8,Yes,Wednesday,17
3260,1007,Sprint planning notes,Work,2025-03-27 14:17:00,67.5,Yes,Thursday,14
3261,1040,Code review,Work,2025-04-15 17:07:00,25.5,Yes,Tuesday,17
3262,1005,Tidy desk,Chores,2025-06-23 06:09:00,30.1,Yes,Monday,6
3263,1038,Flashcard review,Study,2025-05-18 16:39:00,16.9,Yes,Sunday,16
3264,1030,Budget spreadsheet,Work,2025-01-29 15:23:00,19.2,Yes,Wednesday,15
3265,1022,Meal prep,Health,2025-02-20 10:48:00,19.9,Yes,Thursday,10
3266,1003,Sprint planning notes,Work,2025-06-30 10:52:00,1.2,Yes,Monday,10
3267,1033,Code review,Work,2025-04-05 17:06:00,29.05,Yes,Saturday,17
3268,1044,Budget spreadsheet,Work,2025-04-07 16:24:00,13.9,Yes,Monday,16
3269,1039,Email cleanup,Work,2025-07-22 13:21:00,29.05,Yes,Tuesday,13
3270,1020,Dishes,Chores,2025-07-28 11:08:00,49.5,No,Monday,11
3271,1035,Vacuuming,Chores,2025-06-16 16:14:00,34.2,Yes,Monday,16
3272,1017,Code review,Work,2025-01-05 18:02:00,11.1,Yes,Sunday,18
3273,1007,Journaling,Personal,2025-03-08 18:17:00,51.7,Yes,Saturday,18
3274,1021,Budget review,Personal,2025-07-07 17:59:00,10.1,Yes,Monday,17
3275,1036,Flashcard review,Study,2025-02-06 22:34:00,45.7,Yes,Thursday,22
3276,1044,Laundry,Uncategorized,2025-04-06 08:52:00,50.2,Yes,Sunday,8
3278,1032,Code review,Work,2025-04-15 07:34:00,7.1,Yes,Tuesday,7
3279,1035,Online course module,Study,2025-04-02 09:38:00,36.8,Yes,Wednesday,9
3280,1002,Flashcard review,Uncategorized,2025-07-20 06:07:00,21.8,Yes,Sunday,6
3281,1009,Email cleanup,Work,2025-03-30 12:27:00,53.9,Yes,Sunday,12
3282,1005,Pharmacy pickup,Errands,2025-06-22 10:22:00,25.2,Yes,Sunday,10
3283,1010,Dishes,Chore,2025-07-25 06:34:00,76.2,Yes,Friday,6
3284,1006,Grocery shopping,Chores,2025-04-27 07:11:00,29.8,Yes,Sunday,7
3285,1043,Code review,Work,2025-04-29 21:05:00,19.9,No,Tuesday,21
3286,1043,Budget spreadsheet,Work,2025-06-08 09:29:00,30.1,Yes,Sunday,9
3287,1045,Client report,Work,2025-06-17 19:00:00,61.6,No,Tuesday,19
3288,1045,Essay draft,Study,2025-05-21 11:19:00,36.8,Yes,Wednesday,11
3289,1041,Code review,Work,2025-03-11 10:32:00,26.7,No,Tuesday,10
3290,1000,Sprint planning notes,Work,2025-01-22 12:34:00,17.8,Yes,Wednesday,12
3291,1023,Essay draft,Study,2025-01-05 08:32:00,35.1,Yes,Sunday,8
3292,1049,Practice problems,Study,2025-03-18 09:55:00,11.9,Yes,Tuesday,9
3293,1004,Read chapter,Study,2025-02-02 17:37:00,20.1,Yes,Sunday,17
3294,1033,Online course module,Study,2025-04-14 09:40:00,30.5,No,Monday,9
3295,1026,Pharmacy pickup,Errands,2025-01-21 19:21:00,21.1,Yes,Tuesday,19
3297,1043,Tidy desk,Chores,2025-04-22 07:56:00,17.3,No,Tuesday,7
3298,1035,Laundry,Chores,2025-04-25 06:11:00,52.5,Yes,Friday,6
3299,1046,Read chapter,Study,2025-04-22 14:47:00,29.6,Yes,Tuesday,14
3300,1039,Grocery shopping,Chores,2025-02-17 18:02:00,35.7,Yes,Monday,18
3301,1025,Dishes,Chores,2025-06-17 07:35:00,21.5,Yes,Tuesday,7
3302,1033,Pharmacy pickup,Errands,2025-02-08 07:37:00,25.4,Yes,Saturday,7
3303,1001,Client report,Work,2025-02-04 08:44:00,16.2,Yes,Tuesday,8
3304,1029,Sprint planning notes,Work,2025-07-13 06:54:00,29.8,Yes,Sunday,6
3305,1001,Pharmacy pickup,Uncategorized,2025-06-12 15:40:00,58.8,Yes,Thursday,15
3306,1033,Meal prep,Health,2025-03-12 10:23:00,19.4,No,Wednesday,10
3307,1034,Budget spreadsheet,Work,2025-03-15 18:44:00,20.1,Yes,Saturday,18
3308,1017,Team sync prep,Work,2025-03-06 14:43:00,36.7,No,Thursday,14
3309,1043,Code review,Work,2025-01-04 18:30:00,30.1,Yes,Saturday,18
3310,1015,Walk,Health,2025-05-29 07:50:00,33.3,Yes,Thursday,7
3311,1016,Practice problems,Study,2025-02-05 11:56:00,27.2,No,Wednesday,11
3312,1043,Call family,Personal,2025-03-05 11:05:00,41.6,Yes,Wednesday,11
3313,1015,Laundry,Chores,2025-05-03 18:06:00,76.0,Yes,Saturday,18
3314,1039,Meal prep,Uncategorized,2025-03-18 16:44:00,64.6,No,Tuesday,16
3315,1040,Budget spreadsheet,Work,2025-03-17 13:50:00,52.2,Yes,Monday,13
3316,1031,Meal prep,Health,2025-06-03 11:19:00,4.1,No,Tuesday,11
3317,1047,Meditation,Health,2025-03-28 14:07:00,14.7,Yes,Friday,14
3318,1039,Essay draft,Study,2025-03-09 18:50:00,37.4,Yes,Sunday,18
3319,1033,Email cleanup,Work,2025-03-14 21:11:00,29.05,Yes,Friday,21
3320,1010,Practice problems,Study,2025-04-15 09:22:00,30.1,Yes,Tuesday,9
3321,1009,Budget review,Personal,2025-05-24 09:04:00,51.6,Yes,Saturday,9
3322,1030,Budget review,Personal,2025-02-07 17:26:00,26.5,Yes,Friday,17
3323,1004,Flashcard review,Study,2025-04-25 15:17:00,93.2,No,Friday,15
3324,1021,Stretching,Health,2025-05-01 19:25:00,34.7,Yes,Thursday,19
3325,1041,Pharmacy pickup,Errands,2025-07-06 21:24:00,55.0,Yes,Sunday,21
3327,1024,Vacuuming,Chores,2025-07-15 21:51:00,23.0,Yes,Tuesday,21
3328,1041,Laundry,Chores,2025-07-14 14:52:00,20.2,Yes,Monday,14
3329,1041,Email cleanup,Work,2025-06-17 21:59:00,29.05,Yes,Tuesday,21
3330,1015,Dishes,Chores,2025-07-23 11:13:00,43.4,No,Wednesday,11
3331,1034,Workout,Uncategorized,2025-06-18 09:57:00,16.5,Yes,Wednesday,9
3332,1016,Sprint planning notes,Work,2025-02-18 21:43:00,31.9,Yes,Tuesday,21
3333,1007,Code review,Work,2025-01-08 21:11:00,47.8,Yes,Wednesday,21
3334,1017,Team sync prep,Work,2025-01-07 08:28:00,27.8,Yes,Tuesday,8
3335,1023,Laundry,Chores,2025-05-17 19:53:00,73.4,Yes,Saturday,19
3336,1044,Pharmacy pickup,Errands,2025-05-23 19:04:00,65.6,No,Friday,19
3337,1039,Budget spreadsheet,Work,2025-02-17 09:33:00,50.2,Yes,Monday,9
3338,1011,Walk,Health,2025-06-22 18:02:00,35.6,Yes,Sunday,18
3339,1043,Post office,Errands,2025-04-03 15:03:00,41.9,Yes,Thursday,15
3340,1043,Walk,Health,2025-02-12 11:01:00,15.3,Yes,Wednesday,11
3341,1019,Code review,Work,2025-05-13 08:54:00,20.6,No,Tuesday,8
3342,1035,Sprint planning notes,Work,2025-02-27 06:05:00,25.5,Yes,Thursday,6
3343,1042,Budget spreadsheet,Work,2025-01-13 16:20:00,10.6,No,Monday,16
3344,1040,Email cleanup,Work,2025-03-09 16:51:00,89.7,Yes,Sunday,16
3346,1047,Email cleanup,Work,2025-06-04 13:07:00,52.3,Yes,Wednesday,13
3347,1049,Team sync prep,Work,2025-01-09 20:37:00,12.1,Yes,Thursday,20
3348,1024,Sprint planning notes,Work,2025-03-14 13:15:00,21.9,Yes,Friday,13
3349,1018,Team sync prep,Work,2025-07-01 17:57:00,14.1,Yes,Tuesday,17
3350,1024,Sprint planning notes,Work,2025-03-30 18:18:00,14.2,Yes,Sunday,18
3351,1012,Flashcard review,Study,2025-07-27 14:54:00,29.6,No,Sunday,14
3352,1019,Email cleanup,Work,2025-04-14 12:13:00,45.9,No,Monday,12
3353,1026,Flashcard review,Study,2025-05-27 11:21:00,29.6,Yes,Tuesday,11
3354,1035,Flashcard review,Study,2025-05-14 18:28:00,66.0,Yes,Wednesday,18
3355,1026,Code review,Work,2025-03-06 19:43:00,26.1,No,Thursday,19
3356,1016,Call family,Personal,2025-02-20 20:20:00,34.9,Yes,Thursday,20
3357,1033,Call family,Personal,2025-04-10 14:17:00,39.5,Yes,Thursday,14
3358,1048,Car wash,Errand,2025-04-24 17:21:00,29.6,Yes,Thursday,17
3359,1007,Walk,Health,2025-02-23 19:37:00,34.7,Yes,Sunday,19
3360,1014,Meal prep,Health,2025-01-31 11:07:00,20.9,Yes,Friday,11
3361,1013,Pharmacy pickup,Errands,2025-06-08 20:10:00,28.6,Yes,Sunday,20
3362,1026,Essay draft,Study,2025-05-01 08:41:00,29.4,Yes,Thursday,8
3363,1011,Workout,Health,2025-02-12 06:15:00,24.9,Yes,Wednesday,6
3364,1012,Practice problems,Study,2025-03-02 11:22:00,23.5,Yes,Sunday,11
3365,1017,Practice problems,Study,2025-01-07 08:25:00,15.4,Yes,Tuesday,8
3366,1003,Flashcard review,Study,2025-02-15 15:51:00,23.0,No,Saturday,15
3367,1029,Budget review,Personal,2025-06-06 08:37:00,3.9,Yes,Friday,8
3368,1021,Online course module,Study,2025-06-10 19:41:00,25.3,Yes,Tuesday,19
3369,1003,Meditation,Health,2025-05-06 18:21:00,20.1,Yes,Tuesday,18
3370,1033,Read for fun,Personal,2025-07-10 20:45:00,49.5,Yes,Thursday,20
3371,1030,Online course module,Study,2025-06-16 19:00:00,33.9,Yes,Monday,19
3372,1007,Pharmacy pickup,Errands,2025-03-12 10:15:00,30.9,Yes,Wednesday,10
3373,1038,Read for fun,Personal,2025-01-07 14:45:00,14.5,Yes,Tuesday,14
3374,1000,Online course module,Study,2025-05-03 16:00:00,14.4,Yes,Saturday,16
3375,1015,Read chapter,Study,2025-01-02 17:34:00,29.6,Yes,Thursday,17
3376,1030,Stretching,Health,2025-04-03 10:40:00,28.2,Yes,Thursday,10
3377,1011,Journaling,Personal,2025-04-18 12:10:00,29.0,Yes,Friday,12
3378,1039,Email cleanup,Work,2025-04-28 10:45:00,54.6,Yes,Monday,10
3379,1025,Meal prep,Health,2025-06-05 11:10:00,8.6,Yes,Thursday,11
3380,1036,Team sync prep,Work,2025-05-01 16:52:00,33.6,Yes,Thursday,16
3381,1042,Essay draft,Study,2025-03-15 15:52:00,11.5,Yes,Saturday,15
3382,1004,Code review,Work,2025-01-13 09:46:00,28.7,Yes,Monday,9
3383,1028,Journaling,Personal,2025-02-25 10:16:00,14.9,Yes,Tuesday,10
3384,1048,Budget review,Personal,2025-02-14 15:25:00,25.1,Yes,Friday,15
3385,1002,Journaling,Personal,2025-05-08 19:18:00,29.0,Yes,Thursday,19
3386,1049,Bank visit,Errands,2025-04-16 22:43:00,10.4,Yes,Wednesday,22
3387,1029,Budget spreadsheet,Work,2025-01-12 16:09:00,31.2,Yes,Sunday,16
3388,1025,Pharmacy pickup,Errand,2025-01-16 07:39:00,30.6,Yes,Thursday,7
3389,1015,Flashcard review,Study,2025-03-17 14:58:00,38.6,Yes,Monday,14
3390,1013,Tidy desk,Uncategorized,2025-03-19 13:39:00,47.8,Yes,Wednesday,13
3391,1004,Meditation,Health,2025-02-14 10:32:00,18.6,Yes,Friday,10
3392,1014,Vacuuming,Chores,2025-07-04 17:39:00,27.5,Yes,Friday,17
3393,1017,Online course module,Study,2025-06-25 16:27:00,64.3,Yes,Wednesday,16
3394,1005,Tidy desk,Chores,2025-06-08 13:02:00,22.7,Yes,Sunday,13
3395,1027,Read for fun,Personal,2025-03-29 16:01:00,16.7,Yes,Saturday,16
3396,1027,Stretching,Health,2025-03-12 22:33:00,28.7,Yes,Wednesday,22
